,song_title,artists,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,song_and_artist,cluster
2164,everything she wants,Wham!,3g3PQ6TTd6Dnb4zt2d8B9S,0.9059999999999999,0.619,6,-9.496,0,0.0344,0.129,0.000397,0.375,0.9440000000000001,114.90700000000001,302373,Everything She Wants - Wham!,4
2165,do that to me one more time,Captain & Tennille,54WaSjuGnN2kfne4jlz23O,0.746,0.45799999999999996,0,-10.148,1,0.0279,0.601,0.000965,0.125,0.542,89.93799999999999,223533,Do That To Me One More Time - Captain & Tennille,2
2166,call me - 2002 remastered version,Blondie,4H4nBjntGyCyC3VaA4KmwF,0.515,0.868,0,-5.487,1,0.0501,0.0669,0.0,0.11599999999999999,0.6659999999999999,142.629,212627,Call Me - 2002 Remastered Version - Blondie,1
2167,atlantis is calling (s.o.s. for love),Modern Talking,5HdiETDkx9SBJi1KYF3xYp,0.7040000000000001,0.898,3,-4.525,0,0.0365,0.195,0.000182,0.183,0.6809999999999999,113.60799999999999,230400,Atlantis Is Calling (S.O.S. for Love) - Modern Talking,4
2168,this ole house,Shakin' Stevens,32nbm7jdVXyUsOqMWS8dBt,0.569,0.9470000000000001,10,-5.532,1,0.179,0.0933,1.4e-06,0.281,0.9079999999999999,192.81799999999998,170227,This Ole House - Shakin' Stevens,5
2169,in the army now,Status Quo,3mvwnhpVasRaCIvkvxkRbo,0.6940000000000001,0.652,9,-9.1,0,0.0231,0.0324,3.229999999999999e-05,0.0851,0.9129999999999999,104.65,275253,In The Army Now - Status Quo,4
2170,het werd zomer,Rob De Nijs,2AOCPLs1pU7KpL1vsOkOzC,0.373,0.49200000000000005,2,-9.392000000000001,1,0.0326,0.41,1.43e-06,0.308,0.384,135.313,248307,Het Werd Zomer - Rob De Nijs,2
2171,here comes the rain again - remastered version,Eurythmics,5vYhr2kgOonJtWeJq5qZzU,0.648,0.755,0,-7.901,1,0.03,0.0139,0.00025299999999999997,0.225,0.607,126.34100000000001,294587,Here Comes the Rain Again - Remastered Version - Eurythmics,1
2172,joe le taxi,Vanessa Paradis,1nazrrUvlyrT5ZiOe6c6ih,0.797,0.415,6,-14.712,1,0.0395,0.467,3.9200000000000004e-05,0.129,0.841,118.727,235227,Joe le taxi - Vanessa Paradis,2
2173,live is life - live,Opus,7hkOgKKybgawYUcrkZD3wV,0.633,0.816,9,-11.222999999999999,0,0.0408,0.19899999999999998,4.86e-06,0.988,0.606,93.85,254600,Live Is Life - Live - Opus,0
2174,listen to the man with the golden voice,Time Bandits,2cTQsEYylPIJN5llWDXxa7,0.7559999999999999,0.375,10,-14.495999999999999,1,0.0362,0.33,0.00215,0.0643,0.752,119.979,308893,Listen to the Man with the Golden Voice - Time Bandits,2
2175,maid of orleans,Orchestral Manoeuvres In The Dark,1nnxUoTcEaWd6mHfD0Ukdw,0.536,0.732,8,-8.175,1,0.0348,0.0462,0.69,0.0633,0.306,109.71,252933,Maid Of Orleans - Orchestral Manoeuvres In The Dark,6
2176,major tom (völlig losgelöst),Peter Schilling,2qZQtey4lTwvvABVMrO4h8,0.784,0.521,4,-6.01,0,0.0606,0.0247,0.00217,0.18100000000000002,0.696,164.06799999999998,273747,Major Tom (Völlig Losgelöst) - Peter Schilling,4
2177,"never ending story - 7"" mix",Limahl,6ir2VQfoL2TI8Vfj4RebK5,0.607,0.613,0,-13.886,1,0.0281,0.203,0.0013,0.128,0.794,122.132,212400,"Never Ending Story - 7"" Mix - Limahl",1
2178,operation coup de poing,Twee Belgen,3RJ1OFfQqbDfDbCdxaAB7Q,0.8290000000000001,0.57,0,-9.427,1,0.0623,0.24600000000000002,1.83e-05,0.256,0.7390000000000001,102.569,231493,Operation Coup De Poing - Twee Belgen,1
2179,upside down,Diana Ross,2rd9Z5XqjfxNm9EARHsrhS,0.9259999999999999,0.78,10,-10.822000000000001,0,0.0742,0.0729,0.0464,0.0255,0.94,108.57700000000001,243723,Upside Down - Diana Ross,4
2180,take on me,a-ha,1nbMkRhfldXcmCyB83x8lK,0.42,0.955,6,-3.92,0,0.17800000000000002,0.0058200000000000005,0.0005110000000000001,0.0931,0.534,169.209,227147,Take On Me - a-ha,5
2181,"take my breath away - love theme from ""top gun""",Berlin,1AAEWUVZpew24mP6nC1IU5,0.49200000000000005,0.6920000000000001,6,-9.955,1,0.0264,0.0165,0.0,0.7859999999999999,0.49700000000000005,96.024,254520,"Take My Breath Away - Love Theme from ""Top Gun"" - Berlin",0
2182,sunday bloody sunday,U2,7HywFD7N4q5LsLCs3gYQHQ,0.5429999999999999,0.9359999999999999,6,-8.85,1,0.0505,0.37799999999999995,0.000662,0.0446,0.752,101.678,276573,Sunday Bloody Sunday - U2,1
2183,the model - 2009 remaster,Kraftwerk,1FL9DHDSED6lxNMDJUJQvB,0.708,0.6829999999999999,4,-7.768,0,0.0344,0.00122,0.643,0.121,0.46299999999999997,123.602,220533,The Model - 2009 Remaster - Kraftwerk,6
2184,the wild boys,Duran Duran,5qeLeyIWCPe1FpdJLQTUDW,0.741,0.838,11,-7.622000000000001,0,0.0637,0.40700000000000003,0.0,0.138,0.586,115.689,257600,The Wild Boys - Duran Duran,4
2185,total eclipse of the heart,Bonnie Tyler,21cz81iVpjF20tbThANYu8,0.431,0.723,8,-5.8870000000000005,1,0.055999999999999994,0.145,0.0,0.375,0.18899999999999997,130.546,267360,Total Eclipse of the Heart - Bonnie Tyler,5
2186,touch me (i want your body),Samantha Fox,13s6dCsNpSZflwVu2uzzPi,0.664,0.679,9,-9.08,0,0.0298,0.154,0.000307,0.0694,0.722,104.851,222029,Touch Me (I Want Your Body) - Samantha Fox,4
2187,the safety dance,Men Without Hats,4UB3TaEGEY9WoOpxYNMgy4,0.525,0.882,5,-4.479,1,0.0467,0.0252,0.0,0.10099999999999999,0.623,101.67399999999999,164867,The Safety Dance - Men Without Hats,1
2188,the power of love - edit,Jennifer Rush,614Ew97vAe09V4XrqblqQx,0.375,0.623,8,-8.041,1,0.0473,0.373,3.9899999999999994e-05,0.145,0.0978,69.587,262800,The Power of Love - Edit - Jennifer Rush,2
2189,vrijgezel,Benny Neyman,53bMIpe1ELC5BtjqBP7h1F,0.649,0.344,9,-14.085,1,0.0414,0.628,0.0,0.38299999999999995,0.545,100.57,225960,Vrijgezel - Benny Neyman,2
2190,voyage voyage,Desireless,2d8D7uk3tbAThjRkdfrx9c,0.606,0.9129999999999999,8,-6.039,0,0.0351,0.24600000000000002,0.006959999999999999,0.34,0.838,123.58,266600,Voyage voyage - Desireless,4
2191,when the rain begins to fall,Jermaine Jackson,030RDC2ayPOUM32F9IH7eE,0.687,0.847,0,-7.273,0,0.0326,0.0207,1.89e-06,0.126,0.764,152.892,243800,When the Rain Begins to Fall - Jermaine Jackson,4
2192,da da da (i don't love you you don't love me aha aha aha),Trio,34gtutaQo2OAS6ETHQXilK,0.8240000000000001,0.57,5,-15.304,0,0.0476,0.00248,0.0575,0.235,0.965,131.254,199267,Da Da Da (I Don't Love You You Don't Love Me Aha Aha Aha) - Trio,4
2193,blue eyes - remastered 2003,Elton John,2lZ5rQJT1AcU0xAJQozM1A,0.515,0.327,7,-12.645999999999999,0,0.0258,0.703,0.0215,0.14300000000000002,0.15,106.632,205707,Blue Eyes - Remastered 2003 - Elton John,2
2194,for america,Red Box,2gCgyuWGPIBB5NcG4jfldp,0.6559999999999999,0.865,10,-6.166,1,0.0376,0.195,0.0,0.321,0.799,120.56700000000001,225427,For America - Red Box,1
2195,it's a sin,Pet Shop Boys,3GNwCZIv4xKUiyoaQfj9Ah,0.529,0.715,0,-11.419,0,0.0431,0.0925,0.000614,0.168,0.35200000000000004,127.17,301293,It's a Sin - Pet Shop Boys,5
2196,sweet dreams (are made of this),Eurythmics,3kypZy0F0R2oTOkAZJG7Tb,0.711,0.475,8,-15.982999999999999,1,0.0488,0.284,0.000164,0.126,0.855,125.99799999999999,293133,Sweet Dreams (Are Made of This) - Eurythmics,2
2197,the lady in red,Chris de Burgh,36U6sTN2OuAPnYu8aNPwli,0.583,0.46299999999999997,10,-9.682,1,0.0301,0.315,4.38e-06,0.0485,0.517,77.02,254053,The Lady In Red - Chris de Burgh,2
2198,the logical song,Supertramp,0ZlUHXpiQeqRYprnycLwhh,0.627,0.672,5,-9.242,0,0.0446,0.606,0.000152,0.102,0.7340000000000001,119.791,250493,The Logical Song - Supertramp,4
2199,where did i go wrong,UB40,5JXleGUL1vBDHpXnUrf5Jk,0.799,0.565,10,-8.737,0,0.0395,0.0932,0.000299,0.0736,0.9620000000000001,96.898,229707,Where Did I Go Wrong - UB40,4
2200,why ?,Bronski Beat,5aymsH0TsBGV8bcM7yiP8D,0.573,0.7759999999999999,5,-9.481,0,0.0385,0.0291,0.00256,0.171,0.602,138.333,243773,Why ? - Bronski Beat,4
2201,de bom,Doe Maar,3i2ZaFbGMZmerAEoVHvsmB,0.8590000000000001,0.812,7,-8.211,0,0.043,0.305,0.0,0.124,0.856,132.575,161286,De Bom - Doe Maar,4
2202,who's that girl,Madonna,2erVpAvE0zB3LXZKhomEhY,0.612,0.857,9,-6.4639999999999995,0,0.0383,0.25,0.0883,0.0916,0.812,103.833,238773,Who's That Girl - Madonna,4
2203,don't stop the music,Yarbrough & Peoples,2rZFZPfEf54mWk2qGkR2SV,0.8170000000000001,0.754,11,-8.347000000000001,1,0.0467,0.174,0.0138,0.0597,0.924,98.182,244440,Don't Stop The Music - Yarbrough & Peoples,1
2204,more than this,Roxy Music,6SsP9PE7JT83QZA8kEYHVV,0.657,0.552,6,-11.77,1,0.0255,0.0424,0.039,0.106,0.759,128.494,272857,More Than This - Roxy Music,1
2205,no tengo dinero,Righeira,4hPzLm8lyYpVxg0sUgApGd,0.8029999999999999,0.802,0,-9.605,0,0.0284,0.127,0.0542,0.0618,0.961,128.42600000000002,244067,No tengo dinero - Righeira,4
2206,summer of '69,Bryan Adams,6oWpGuwokWJ4EcWgVQPdUt,0.491,0.853,2,-5.419,1,0.040999999999999995,0.00587,2.38e-06,0.0875,0.74,138.8,212893,Summer Of '69 - Bryan Adams,1
2207,sometimes,Erasure,0ngzBQqokFSosHKnZDxJq3,0.5920000000000001,0.9540000000000001,1,-5.489,1,0.0718,0.14800000000000002,0.0108,0.312,0.624,108.25,217133,Sometimes - Erasure,1
2208,wonderful life,Black,0IWtEFQBwRHaMXZQtGEVcM,0.72,0.521,7,-12.468,1,0.0302,0.705,0.36,0.214,0.823,106.055,287933,Wonderful Life - Black,2
2209,words,F.R. David,1vGPI0SNtEncMWxEX1Wq1P,0.527,0.7390000000000001,10,-7.1339999999999995,0,0.0535,0.324,1.39e-05,0.122,0.505,123.777,206467,Words - F.R. David,4
2210,rhythm of the night,El DeBarge,392AvMTft64nBE7bcpirHg,0.6779999999999999,0.8370000000000001,11,-9.47,0,0.0391,0.11599999999999999,4.8200000000000006e-05,0.0699,0.9640000000000001,116.404,229299,Rhythm Of The Night - El DeBarge,4
2211,nothing's gonna change my love for you,Glenn Medeiros,6GL9j7m1uuFIFP4vEZz31W,0.449,0.425,1,-13.208,1,0.0372,0.568,1.57e-06,0.0553,0.39,141.869,231587,Nothing's Gonna Change My Love For You - Glenn Medeiros,2
2212,never knew love like this before,Stephanie Mills,6pYOR2eGyQRkEawi8B5L04,0.738,0.563,11,-13.523,1,0.0336,0.375,1.74e-06,0.0547,0.7390000000000001,114.039,327933,Never Knew Love Like This Before - Stephanie Mills,2
2213,heartache avenue,The Maisonettes,4sUsKsKD56QEixq7wyeMHN,0.48200000000000004,0.6970000000000001,11,-8.307,1,0.0378,0.826,0.0025,0.3,0.40399999999999997,125.005,176693,Heartache Avenue - The Maisonettes,2
2214,gold,Spandau Ballet,55gLM7WSHacYsmUtLrWqeL,0.711,0.74,10,-7.776,0,0.0361,0.258,0.0111,0.10400000000000001,0.639,143.053,231480,Gold - Spandau Ballet,4
2215,weekend,Earth & Fire,20Vi2fmpRWtKWnuLmZlTVC,0.86,0.698,7,-7.862,0,0.0331,0.337,0.00031600000000000004,0.18,0.556,121.7,211160,Weekend - Earth & Fire,4
2216,love & pride,King,6m57nltsWZUAqbce392HM2,0.759,0.595,9,-7.934,0,0.0317,0.0664,1.04e-05,0.0738,0.764,126.027,200107,Love & Pride - King,4
2217,livin' on a prayer,Bon Jovi,3X7abqSXC4xrxuC1ykpWcY,0.522,0.882,0,-3.216,1,0.0359,0.0599,0.00021,0.33,0.815,122.541,250627,Livin' On A Prayer - Bon Jovi,1
2218,wuthering heights,Kate Bush,4R3vS3V4owZHqmWkH08qHF,0.335,0.5379999999999999,1,-11.154000000000002,1,0.0364,0.08199999999999999,0.000308,0.084,0.395,124.18299999999999,290528,Wuthering Heights - Kate Bush,5
2219,c'est l'amour,Léopold Nord et Vous,1QYtkiBYQrFqGjHjAv0wgW,0.8170000000000001,0.619,9,-10.12,0,0.0428,0.0834,3.79e-05,0.0624,0.9620000000000001,118.62299999999999,203133,C'est L'Amour - Léopold Nord et Vous,4
2220,china in your hand,T'Pau,6JRr7ouuUZ6cC0vPJpS4cZ,0.39,0.7140000000000001,11,-6.74,1,0.0372,0.34600000000000003,0.0,0.626,0.267,139.764,238920,China In Your Hand - T'Pau,0
2221,girlie girlie,Sophia George,0h3C93dQt5gkd6D5zwTsCI,0.7290000000000001,0.621,3,-11.259,1,0.07200000000000001,0.10300000000000001,0.0,0.0688,0.919,82.89299999999999,182648,Girlie Girlie - Sophia George,1
2222,moonlight shadow,Mike Oldfield,5Jc21xaya2MrHp2KOetrBq,0.611,0.72,4,-8.359,1,0.0259,0.29100000000000004,0.0,0.35600000000000004,0.8,128.594,218187,Moonlight Shadow - Mike Oldfield,1
2223,din daa daa - radio edit,George Kranz,0ukjwu5z3mpkLrg2QzQdut,0.731,0.8109999999999999,6,-6.928999999999999,0,0.129,0.243,0.00893,0.256,0.795,128.306,203107,Din Daa Daa - Radio Edit - George Kranz,4
2224,don't you (forget about me) - 2001 remastered version,Simple Minds,7jtGa7FmUx7YxTbiy6tEsX,0.6609999999999999,0.777,2,-7.787999999999999,1,0.0273,0.125,0.0313,0.311,0.718,111.102,260667,Don't You (Forget About Me) - 2001 Remastered Version - Simple Minds,1
2225,wrap your arms around me,Agnetha Fältskog,1F2v88NaDfj0KbKznPWxPY,0.59,0.59,2,-8.934,1,0.0272,0.0199,0.00086,0.275,0.27,94.984,312800,Wrap Your Arms Around Me - Agnetha Fältskog,5
2226,such a shame,Talk Talk,0u4O1sQ9S1lAB0Jlk6JEPE,0.6,0.794,1,-8.129,0,0.032,0.125,0.00018899999999999999,0.733,0.613,112.04899999999999,237827,Such a Shame - Talk Talk,0
2227,the reflex,Duran Duran,0OsWMTxDjtpmJjX43113oq,0.556,0.9,0,-6.11,1,0.09699999999999999,0.12300000000000001,0.0,0.5710000000000001,0.804,126.686,266933,The Reflex - Duran Duran,0
2228,all the man that i need,Whitney Houston,6cwuWqutQzCsEK7coihi6Z,0.496,0.574,5,-9.956,0,0.0331,0.461,0.0,0.0446,0.295,150.924,249867,All The Man That I Need - Whitney Houston,2
2229,americanos,Holly Johnson,0WFyFJBpLuarpIQTMQ5Lr3,0.68,0.782,11,-12.755,1,0.0345,0.0489,2.75e-06,0.168,0.866,110.115,215973,Americanos - Holly Johnson,1
2230,caravan of love,The Housemartins,6XLFCPzsZIy10UaTUwVLBX,0.575,0.309,6,-11.588,0,0.0257,0.818,4.82e-06,0.449,0.5429999999999999,94.791,217709,Caravan Of Love - The Housemartins,2
2231,if you don't know me by now - 2008 remaster,Simply Red,6Ky7q2RqSTSzs6au1DuuPW,0.654,0.307,10,-9.25,1,0.0299,0.514,1.58e-06,0.0912,0.192,93.89299999999999,206027,If You Don't Know Me by Now - 2008 Remaster - Simply Red,2
2232,we don't need another hero (thunderdome),Tina Turner,7Mz9qPB9hp1rXBgXvrVAST,0.69,0.674,8,-5.8660000000000005,0,0.0471,0.201,0.0061200000000000004,0.114,0.713,98.851,255187,We Don't Need Another Hero (Thunderdome) - Tina Turner,4
2233,wanna be startin' somethin',Michael Jackson,2kulOHR2XY6YDZCWXb38hn,0.847,0.922,6,-4.206,0,0.0438,0.0217,0.36200000000000004,0.0623,0.899,122.195,362373,Wanna Be Startin' Somethin' - Michael Jackson,4
2234,mexico,Zangeres Zonder Naam,4xfqOXyLUuiWLUnCkbNcPk,0.488,0.45899999999999996,8,-10.255,1,0.0358,0.773,0.0,0.34,0.8170000000000001,135.567,215947,Mexico - Zangeres Zonder Naam,2
2235,manic monday,The Bangles,5KYoPa5akZxiCn38xelbqI,0.685,0.5710000000000001,2,-11.623,1,0.0299,0.335,2.38e-06,0.214,0.8690000000000001,121.73700000000001,184173,Manic Monday - The Bangles,1
2236,hittentit,Urbanus,7HlW5SmGYbNWICnuzJjlsJ,0.917,0.687,1,-9.798,1,0.0422,0.046,0.0008089999999999999,0.0325,0.973,140.138,122733,Hittentit - Urbanus,1
2237,in zaire,J.Wakelin,61cLE2MveHgXPtS9GyvS1U,0.682,0.536,10,-10.53,0,0.149,0.00285,0.0153,0.154,0.376,103.325,189973,In Zaire - J.Wakelin,4
2238,the great pretender,Freddie Mercury,4EuUgf9sogWvVSJxFJa5Y1,0.28300000000000003,0.517,7,-8.216000000000001,1,0.0321,0.212,0.0,0.22399999999999998,0.21,104.098,206000,The Great Pretender - Freddie Mercury,5
2239,it ain't over 'til it's over,Lenny Kravitz,3aZPzF7Sr0zy3K0EkKyEzk,0.6629999999999999,0.748,6,-5.83,1,0.0462,0.27699999999999997,0.003,0.312,0.9259999999999999,159.719,242640,It Ain't Over 'Til It's Over - Lenny Kravitz,1
2240,crazy for you,Madonna,6bK874jbc9XcCLn4B2V7E4,0.662,0.7190000000000001,9,-6.606,1,0.0298,0.107,0.0,0.102,0.511,95.001,224320,Crazy for You - Madonna,1
2241,true - single edit,Spandau Ballet,6eDYgjKl4vUgRusxb7THDu,0.742,0.5329999999999999,0,-9.097999999999999,1,0.0288,0.45899999999999996,0.14800000000000002,0.064,0.391,97.395,329147,True - Single Edit - Spandau Ballet,2
2242,faith,George Michael,1eKhntRLUPDV7h6tATtzsv,0.912,0.40299999999999997,11,-14.899000000000001,1,0.146,0.0144,5.3700000000000004e-05,0.0841,0.6579999999999999,95.829,195173,Faith - George Michael,1
2243,celebration - single version,Kool & The Gang,0c9Blf8ax42fXTsvXocqxe,0.843,0.6559999999999999,1,-11.184000000000001,1,0.0595,0.0466,0.0187,0.16899999999999998,0.9309999999999999,121.11200000000001,215653,Celebration - Single Version - Kool & The Gang,1
2244,all night long (all night),Lionel Richie,4kjgGgDbNN4nR3OZYuRkUe,0.728,0.556,1,-12.888,1,0.0472,0.136,0.00298,0.0455,0.805,108.81,260827,All Night Long (All Night) - Lionel Richie,1
2245,just around the corner,Cock Robin,3DlNNH1uTm2yPQvRKLLgGV,0.634,0.797,1,-6.15,1,0.0375,0.0205,0.0017699999999999999,0.0798,0.509,122.111,251120,Just Around the Corner - Cock Robin,1
2246,there must be an angel (playing with my heart),Eurythmics,6wtcN2hsEtRmINhghVkaEn,0.599,0.78,0,-5.393,1,0.0365,0.284,5.7999999999999995e-06,0.163,0.648,112.046,321107,There Must Be an Angel (Playing with My Heart) - Eurythmics,1
2247,china girl - 1999 remaster,David Bowie,1bki22ZoLCkqb0QIJ5PtJF,0.626,0.642,4,-9.838,0,0.0264,0.009609999999999999,0.081,0.156,0.8170000000000001,133.947,333267,China Girl - 1999 Remaster - David Bowie,4
2248,only you,The Flying Pickets,5VghcOlAWdM45FJ4J3U2gu,0.552,0.272,8,-12.806,1,0.0253,0.81,1.2e-06,0.0935,0.557,99.26899999999999,203827,Only You - The Flying Pickets,2
2249,zeg maar niets meer,Andre Hazes,1YEUqTuDGVNVt9d6eDMSF8,0.5,0.653,7,-6.651,1,0.0287,0.182,3.86e-06,0.121,0.42700000000000005,97.369,167533,Zeg Maar Niets Meer - Andre Hazes,1
2250,canzone blu,Al Bano And Romina Power,0BikJ6nPvykAi6mxA6Dh3u,0.647,0.586,7,-11.105,1,0.0296,0.6779999999999999,0.0,0.10300000000000001,0.644,120.165,206467,Canzone blu - Al Bano And Romina Power,2
2251,amoureux solitaires,Lio,4ISEehN58RSVLDbwjbMv2t,0.89,0.599,9,-8.212,1,0.0609,0.125,0.000686,0.0747,0.845,118.76299999999999,213867,Amoureux Solitaires - Lio,1
2252,rasputin,Boney M.,5lWSa1rmuSL6OBPOnkAqoa,0.69,0.752,6,-11.47,0,0.0455,0.46299999999999997,0.0010199999999999999,0.595,0.97,126.005,220667,Rasputin - Boney M.,0
2253,you're the greatest lover,Luv',4Q3oFS3o137hjcDE2KLutu,0.61,0.897,9,-8.658999999999999,1,0.0683,0.3,0.0,0.20600000000000002,0.7859999999999999,123.802,170667,You're the Greatest Lover - Luv',1
2254,vogeltjesdans,De Electronica's,4UdSwqvHz4MpttuODnm7FT,0.531,0.759,0,-13.172,1,0.0568,0.198,0.968,0.0737,0.973,189.157,151507,Vogeltjesdans - De Electronica's,6
2255,monja,Roland W.,5ozgoAcPcDPmqS0i029GmT,0.38299999999999995,0.42100000000000004,9,-11.419,1,0.0275,0.095,0.00041900000000000005,0.16699999999999998,0.45299999999999996,96.443,182667,Monja - Roland W.,2
2256,shy boy,Bananarama,04lMESgi9TjVIrpfT66mLC,0.7490000000000001,0.893,7,-5.566,1,0.035,0.0547,1.84e-05,0.0539,0.968,123.506,193780,Shy Boy - Bananarama,1
2257,do you really want to hurt me - remastered 2002,Culture Club,3kNIXrf4wOLxBh40tA5NtN,0.731,0.594,4,-6.285,0,0.0345,0.0563,0.0,0.13,0.336,100.676,263493,Do You Really Want To Hurt Me - Remastered 2002 - Culture Club,4
2258,(out here) on my own,Nikka Costa,30H6RVok6mVgXDTr4lHzDI,0.40299999999999997,0.204,7,-10.218,1,0.0297,0.774,0.000148,0.107,0.214,142.328,212413,(Out Here) On My Own - Nikka Costa,2
2259,pride (in the name of love),U2,27BZWbka20kOIlB8Jhvzoo,0.45399999999999996,0.879,4,-5.44,1,0.0305,0.0008609999999999999,0.00281,0.794,0.727,105.859,228467,Pride (In The Name Of Love) - U2,0
2260,club tropicana,Wham!,6tASfEUyB7lE2r6DLzURji,0.6579999999999999,0.7140000000000001,11,-9.247,1,0.0519,0.0294,5.6999999999999996e-05,0.6509999999999999,0.8059999999999999,117.28299999999999,265600,Club Tropicana - Wham!,0
2261,up where we belong,Joe Cocker,5NoUgO4Kr93QymQGQlBC7b,0.573,0.429,2,-8.68,1,0.0294,0.597,8.18e-05,0.0839,0.361,139.097,233240,Up Where We Belong - Joe Cocker,2
2262,fame,Irene Cara,77bbIyrGzGGlz7I4wili6K,0.701,0.73,0,-8.755,0,0.0318,0.13,0.0,0.0923,0.938,130.532,314467,Fame - Irene Cara,4
2263,atomic,Blondie,5LKwlMfGs5tLggPhQONmez,0.528,0.8370000000000001,4,-5.37,0,0.0331,0.00133,0.0832,0.5479999999999999,0.76,136.526,225973,Atomic - Blondie,0
2264,holiday rap,MC Miker G,6fD55chkOSMH0ow5F3U25i,0.875,0.708,2,-10.207,1,0.059000000000000004,0.0434,6e-06,0.087,0.945,115.961,266747,Holiday Rap - MC Miker G,1
2265,the only way is up,Yazz,7MnYUFMIzHSJCVlMcdqzEp,0.649,0.848,6,-7.672999999999999,0,0.0351,0.0149,0.0063,0.10300000000000001,0.58,124.574,266827,The Only Way Is Up - Yazz,4
2266,message in a bottle,The Police,0LhILIVhWTJz6eEsbEreZG,0.564,0.816,1,-8.453,0,0.0364,0.0562,1.4800000000000002e-05,0.196,0.8420000000000001,150.945,288000,Message In A Bottle - The Police,4
2267,l'italiano,Toto Cutugno,0MBWbrzsj2lOfOIZkstYAA,0.617,0.519,10,-11.411,0,0.0404,0.292,0.0,0.41100000000000003,0.6920000000000001,121.35,236547,L'Italiano - Toto Cutugno,4
2268,happy children,P. Lion,43yfsexbT6skTgnAAQaRyV,0.8959999999999999,0.9079999999999999,0,-7.515,0,0.0472,0.28300000000000003,0.0662,0.0657,0.9620000000000001,113.24799999999999,182213,Happy Children - P. Lion,4
2269,suburbia,Pet Shop Boys,6rBF8tMXPmocyMvntwrJT2,0.532,0.8640000000000001,0,-10.522,1,0.044000000000000004,0.0643,0.000129,0.11699999999999999,0.434,126.15700000000001,242200,Suburbia - Pet Shop Boys,5
2270,happy station,Fun Fun,4UVulQJ5ho0aWGV5gGCp4w,0.754,0.915,10,-9.309,0,0.0558,0.0675,0.7170000000000001,0.34299999999999997,0.937,119.686,197587,Happy Station - Fun Fun,6
2271,when the lady smiles,Golden Earring,0SxDGivZarLOusazGO1587,0.696,0.851,11,-6.087000000000001,1,0.0306,0.358,0.00828,0.413,0.8640000000000001,131.582,334400,When The Lady Smiles - Golden Earring,0
2272,kronenburg park,Frank Boeijen Groep,1pNMjSDTcXILRzwhsB9LqX,0.483,0.706,7,-7.355,0,0.0329,0.0355,0.0,0.0742,0.395,90.184,241827,Kronenburg Park - Frank Boeijen Groep,4
2273,don't lose my number,Phil Collins,0fbOMLSpsvXvBkJBircrcz,0.5820000000000001,0.7190000000000001,5,-7.689,0,0.0556,0.14,6.05e-05,0.0741,0.9470000000000001,161.298,287067,Don't Lose My Number - Phil Collins,4
2274,jeanny,Falco,55sBJ0sM0NhACIrYeG4WJQ,0.654,0.616,9,-11.415,0,0.0454,0.5379999999999999,0.0,0.292,0.495,105.939,353227,Jeanny - Falco,2
2275,it's only love (2008 remastered album version),Simply Red,0Mu39gpOqGuMgTk5N4YVV3,0.6659999999999999,0.884,9,-5.242999999999999,0,0.0429,0.506,0.0061200000000000004,0.0408,0.754,92.005,298573,It's Only Love (2008 Remastered Album Version) - Simply Red,4
2276,one of us,ABBA,1zTXbJzfJ5yHbRRTy62KQc,0.6459999999999999,0.38799999999999996,7,-15.264000000000001,1,0.0388,0.495,0.000634,0.0673,0.8540000000000001,82.21600000000001,237720,One Of Us - ABBA,2
2277,whenever you need somebody - radio edit,Rick Astley,2geyanYjndWV5b1U2OKo9V,0.672,0.9690000000000001,0,-9.059,0,0.0416,0.0809,5.56e-06,0.19699999999999998,0.644,115.10700000000001,206160,Whenever You Need Somebody - Radio Edit - Rick Astley,4
2278,zondag,Rob De Nijs,2PmaEYL0IBSdumcG4KUYhI,0.575,0.8320000000000001,6,-7.167999999999999,1,0.0331,0.151,0.0,0.245,0.8690000000000001,126.47200000000001,182507,Zondag - Rob De Nijs,1
2279,my favourite waste of time,Owen Paul,6Qynz40kf6RhObVnAJwRUo,0.6920000000000001,0.945,0,-7.007000000000001,1,0.0309,0.183,4.81e-06,0.384,0.894,119.389,203680,My Favourite Waste of Time - Owen Paul,1
2280,girls on film,Duran Duran,0X98mjJVngRk5KdPbYZ1WQ,0.7390000000000001,0.782,11,-7.296,0,0.0723,0.0032700000000000003,0.516,0.0465,0.547,131.94,206440,Girls On Film - Duran Duran,6
2281,conga,Gloria Estefan,4aMT5LHe8A2uIc11H8Cx2m,0.7909999999999999,0.805,2,-10.202,1,0.0464,0.16,0.0583,0.0563,0.882,122.219,255107,Conga - Gloria Estefan,1
2282,cherish,Kool & The Gang,1lrQcCxnVA2cIj7KZliH8E,0.5579999999999999,0.451,10,-10.350999999999999,0,0.0243,0.26,0.0,0.597,0.215,95.179,233440,Cherish - Kool & The Gang,0
2283,domino dancing,Pet Shop Boys,4mVLzFbc3gaCoWCEENLouc,0.645,0.9229999999999999,9,-9.781,0,0.0441,0.0876,0.00359,0.0303,0.81,109.988,258333,Domino Dancing - Pet Shop Boys,4
2284,it's a miracle,Culture Club,085QOIxvUVccAneKnGf2Wh,0.757,0.7340000000000001,8,-8.086,0,0.0372,0.0886,0.0,0.122,0.7040000000000001,118.791,204360,It's A Miracle - Culture Club,4
